113417044@N07,11839786525_cde3a78915_o.jpg,1252,(25-32),f,0 1,0 0 0 0 1 0 0 0
113528649@N08,11764336993_ef8b455af1_o.jpg,332,(38-43),f,0 1,0 0 0 0 0 1 0 0
50739822@N00,11626709983_fcc055fecb_o.jpg,1366,(38-43),f,0 1,0 0 0 0 0 1 0 0
114841417@N06,12080774786_d47b4ea559_o.jpg,486,(15-20),f,0 1,0 0 0 1 0 0 0 0
8410632@N03,11257249555_fe3beb822e_o.jpg,1783,(25-32),f,0 1,0 0 0 0 1 0 0 0
60251856@N05,11938984533_afc4d49e9a_o.jpg,1512,(25-32),m,1 0,0 0 0 0 1 0 0 0
39957446@N00,8887428971_7efd1cbdab_o.jpg,895,(4-6),f,0 1,0 1 0 0 0 0 0 0
50739822@N00,8157749804_57c288727b_o.jpg,1365,(8-12),m,1 0,0 0 1 0 0 0 0 0
20254529@N04,9931576545_b44222ace0_o.jpg,45,(38-43),m,1 0,0 0 0 0 0 1 0 0
28754132@N06,9224473747_06caa88177_o.jpg,608,(8-12),f,0 1,0 0 1 0 0 0 0 0
115021413@N07,12058905653_c7ca11b994_o.jpg,951,(8-12),f,0 1,0 0 1 0 0 0 0 0
20632896@N03,9826355955_d34985dd7c_o.jpg,555,(15-20),f,0 1,0 0 0 1 0 0 0 0
7464014@N04,10107743844_d4d39b379b_o.jpg,965,(25-32),m,1 0,0 0 0 0 1 0 0 0
18142498@N06,11555842416_91ea354699_o.jpg,799,(25-32),f,0 1,0 0 0 0 1 0 0 0
64504106@N06,11857746535_e969112346_o.jpg,911,(0-2),m,1 0,1 0 0 0 0 0 0 0
62501130@N02,11399317516_d463150f18_o.jpg,97,(0-2),f,0 1,1 0 0 0 0 0 0 0
10008401@N05,10969518635_9142541d7a_o.jpg,2241,(48-53),m,1 0,0 0 0 0 0 0 1 0
28754132@N06,9688147263_033d681f7d_o.jpg,606,(8-12),f,0 1,0 0 1 0 0 0 0 0
101295462@N02,11212474113_fd7f130621_o.jpg,706,(25-32),f,0 1,0 0 0 0 1 0 0 0
31442459@N00,8114495324_1c0975ce89_o.jpg,2199,(8-12),f,0 1,0 0 1 0 0 0 0 0
114776843@N02,12012165804_7f20d9aef2_o.jpg,1601,(38-43),f,0 1,0 0 0 0 0 1 0 0
82152000@N00,11842804204_153618d059_o.jpg,726,(8-12),f,0 1,0 0 1 0 0 0 0 0
37303189@N08,8863538182_f79df70212_o.jpg,84,(0-2),m,1 0,1 0 0 0 0 0 0 0
20632896@N03,9823983024_900670f874_o.jpg,558,(4-6),f,0 1,0 1 0 0 0 0 0 0
48647239@N03,11838534514_4f7e4f3859_o.jpg,1517,(15-20),f,0 1,0 0 0 1 0 0 0 0
64504106@N06,11813415344_0db1dbb7f8_o.jpg,913,(25-32),f,0 1,0 0 0 0 1 0 0 0
7636528@N03,11486641884_46ef3df822_o.jpg,1051,(0-2),m,1 0,1 0 0 0 0 0 0 0
7464014@N04,10144471483_99976d26b7_o.jpg,961,(25-32),f,0 1,0 0 0 0 1 0 0 0
20254529@N04,9931482825_0bc4e23b2e_o.jpg,17,(4-6),f,0 1,0 1 0 0 0 0 0 0
7890646@N03,10693596366_6e63591d5e_o.jpg,1390,(8-12),m,1 0,0 0 1 0 0 0 0 0
113707938@N08,11854108175_4b69aac8ce_o.jpg,846,(15-20),f,0 1,0 0 0 1 0 0 0 0
10123180@N04,8884658111_c692813a62_o.jpg,995,(0-2),m,1 0,1 0 0 0 0 0 0 0
64504106@N06,11831139905_96f8cc6bb2_o.jpg,912,(38-43),m,1 0,0 0 0 0 0 1 0 0
8187011@N06,10353396433_26e5edb664_o.jpg,989,(4-6),f,0 1,0 1 0 0 0 0 0 0
30601258@N03,9505396598_2d1fb84849_o.jpg,9,(25-32),m,1 0,0 0 0 0 1 0 0 0
60251856@N05,11916359324_6d87dd5074_o.jpg,1512,(25-32),m,1 0,0 0 0 0 1 0 0 0
115021413@N07,12060212124_eac846205e_o.jpg,948,(8-12),f,0 1,0 0 1 0 0 0 0 0
114841417@N06,12078357226_5fdd9367de_o.jpg,483,(4-6),f,0 1,0 1 0 0 0 0 0 0
10792106@N03,11081115853_bf555227f1_o.jpg,535,(15-20),m,1 0,0 0 0 1 0 0 0 0
7890646@N03,10693531394_89c272540f_o.jpg,1388,(4-6),f,0 1,0 1 0 0 0 0 0 0
10440927@N07,12092238894_955e014bfb_o.jpg,786,(25-32),f,0 1,0 0 0 0 1 0 0 0
66870968@N06,11326189206_e08bdf6dfd_o.jpg,1225,(48-53),f,0 1,0 0 0 0 0 0 1 0
63153065@N07,11051666663_2d0dd6b0ca_o.jpg,244,(25-32),f,0 1,0 0 0 0 1 0 0 0
113417044@N07,11838576823_ef14fed501_o.jpg,1233,(25-32),f,0 1,0 0 0 0 1 0 0 0
7890646@N03,11952869636_a6d374622b_o.jpg,1403,(8-12),m,1 0,0 0 1 0 0 0 0 0
114841417@N06,12059827695_43037105b8_o.jpg,483,(4-6),f,0 1,0 1 0 0 0 0 0 0
10069023@N00,9499611778_83c700a341_o.jpg,1931,(25-32),m,1 0,0 0 0 0 1 0 0 0
115178119@N08,12075948924_9f58788703_o.jpg,1668,(38-43),f,0 1,0 0 0 0 0 1 0 0
10792106@N03,11042977796_6c72e49be2_o.jpg,520,(15-20),m,1 0,0 0 0 1 0 0 0 0
114918674@N02,12039492664_e9b212798a_o.jpg,1526,(4-6),m,1 0,0 1 0 0 0 0 0 0
114841417@N06,12059491483_3805bf57d8_o.jpg,498,(15-20),m,1 0,0 0 0 1 0 0 0 0
20254529@N04,9404684126_925c3ef4d5_o.jpg,14,(4-6),f,0 1,0 1 0 0 0 0 0 0
30601258@N03,11861584505_dd512cc570_o.jpg,2,(25-32),m,1 0,0 0 0 0 1 0 0 0
9965452@N08,11242597405_12d8bd99da_o.jpg,980,(4-6),m,1 0,0 1 0 0 0 0 0 0
115111634@N07,12090486345_28c6da9cd1_o.jpg,1114,(4-6),m,1 0,0 1 0 0 0 0 0 0
34158582@N02,10090097166_7451518234_o.jpg,405,(25-32),f,0 1,0 0 0 0 1 0 0 0
10792106@N03,11039156533_ea8fed072d_o.jpg,519,(8-12),m,1 0,0 0 1 0 0 0 0 0
115321157@N03,12119853485_a5b793a16a_o.jpg,1747,(25-32),m,1 0,0 0 0 0 1 0 0 0
9965452@N08,9712181313_5918d6e1c5_o.jpg,980,(4-6),m,1 0,0 1 0 0 0 0 0 0
20254529@N04,9405751374_e9ee92e369_o.jpg,13,(25-32),f,0 1,0 0 0 0 1 0 0 0
20254529@N04,9403244149_3d84a7b93b_o.jpg,13,(25-32),f,0 1,0 0 0 0 1 0 0 0
30872264@N00,11855277004_7c11dde976_o.jpg,598,(4-6),m,1 0,0 1 0 0 0 0 0 0
28754132@N06,11612814564_0fa84cd8bb_o.jpg,612,(38-43),m,1 0,0 0 0 0 0 1 0 0
37303189@N08,9233406371_362be6d60b_o.jpg,84,(0-2),m,1 0,1 0 0 0 0 0 0 0
63164355@N03,10230680375_bdd478d293_o.jpg,1055,(15-20),m,1 0,0 0 0 1 0 0 0 0
37303189@N08,8560481683_e5791d19bc_o.jpg,84,(0-2),m,1 0,1 0 0 0 0 0 0 0
7464014@N04,10107688486_ca45aab7bc_o.jpg,964,(60-100),m,1 0,0 0 0 0 0 0 0 1
9965452@N08,9256455497_da700f7dd5_o.jpg,980,(4-6),m,1 0,0 1 0 0 0 0 0 0
10406201@N05,11457837594_91a8bc1024_o.jpg,271,(25-32),f,0 1,0 0 0 0 1 0 0 0
48647239@N03,11838932476_8d96bdd1fd_o.jpg,1519,(15-20),f,0 1,0 0 0 1 0 0 0 0
63164355@N03,8826655926_8ab7f85f9b_o.jpg,1075,(15-20),f,0 1,0 0 0 1 0 0 0 0
40410287@N02,11556114875_c45e2d5968_o.jpg,1259,(25-32),f,0 1,0 0 0 0 1 0 0 0
16166376@N00,11117694135_4002f02f93_o.jpg,354,(25-32),m,1 0,0 0 0 0 1 0 0 0
31442459@N00,11549365866_92a3ffb70c_o.jpg,2201,(8-12),m,1 0,0 0 1 0 0 0 0 0
10123180@N04,9001759406_00d2dff905_o.jpg,995,(0-2),m,1 0,1 0 0 0 0 0 0 0
30601258@N03,10438003975_c480af4852_o.jpg,2,(25-32),m,1 0,0 0 0 0 1 0 0 0
20316685@N02,8155675297_f099b93513_o.jpg,2007,(38-43),m,1 0,0 0 0 0 0 1 0 0
16166376@N00,8773635663_a51664892b_o.jpg,354,(25-32),m,1 0,0 0 0 0 1 0 0 0
8410632@N03,10458733793_a7a4fd0725_o.jpg,1782,(25-32),m,1 0,0 0 0 0 1 0 0 0
62282816@N03,11135081686_7f60bf286b_o.jpg,1471,(38-43),f,0 1,0 0 0 0 0 1 0 0
37303189@N08,8519159675_a31141588f_o.jpg,84,(0-2),m,1 0,1 0 0 0 0 0 0 0
20245009@N06,11392426065_a7e278dedc_o.jpg,1206,(8-12),m,1 0,0 0 1 0 0 0 0 0
113650443@N02,11808613666_15595765b7_o.jpg,1437,(60-100),f,0 1,0 0 0 0 0 0 0 1
28754132@N06,9691370454_849ce3fb06_o.jpg,608,(8-12),f,0 1,0 0 1 0 0 0 0 0
115002895@N05,12058712955_0e12961a1c_o.jpg,1710,(15-20),f,0 1,0 0 0 1 0 0 0 0
10171175@N06,11740146116_14825d3b71_o.jpg,1190,(38-43),f,0 1,0 0 0 0 0 1 0 0
44824649@N05,11836137213_6d5736df78_o.jpg,1272,(15-20),f,0 1,0 0 0 1 0 0 0 0
113804525@N05,11845966495_288f085829_o.jpg,320,(25-32),f,0 1,0 0 0 0 1 0 0 0
10255165@N05,9364830869_9d219a8b0e_o.jpg,2022,(4-6),f,0 1,0 1 0 0 0 0 0 0
20632896@N03,9830781076_c6210112a8_o.jpg,555,(15-20),f,0 1,0 0 0 1 0 0 0 0
10747684@N00,11603109103_fe5738fa86_o.jpg,1288,(8-12),m,1 0,0 0 1 0 0 0 0 0
33627988@N04,8798904073_d272224c04_o.jpg,1948,(8-12),f,0 1,0 0 1 0 0 0 0 0
7285955@N06,9489561374_a8fbf5eab3_o.jpg,2056,(0-2),f,0 1,1 0 0 0 0 0 0 0
8034587@N06,11299273703_421949ba79_o.jpg,699,(4-6),f,0 1,0 1 0 0 0 0 0 0
48135726@N02,11318525573_e515540c83_o.jpg,2110,(60-100),f,0 1,0 0 0 0 0 0 0 1
102455446@N08,11722483894_7168a726ed_o.jpg,1975,(60-100),m,1 0,0 0 0 0 0 0 0 1
9017386@N06,9943857303_6a2c9412ba_o.jpg,205,(4-6),m,1 0,0 1 0 0 0 0 0 0
30601258@N03,9506997231_eb7fd73352_o.jpg,4,(38-43),f,0 1,0 0 0 0 0 1 0 0
113650443@N02,11809972006_8331f3752c_o.jpg,1436,(15-20),f,0 1,0 0 0 1 0 0 0 0
7464014@N04,10339748054_161be0dfa4_o.jpg,968,(25-32),m,1 0,0 0 0 0 1 0 0 0
7636528@N03,11486800265_fed6909ed6_o.jpg,1050,(8-12),m,1 0,0 0 1 0 0 0 0 0
16886060@N03,11372226646_58c2ff8fd6_o.jpg,1913,(25-32),f,0 1,0 0 0 0 1 0 0 0
113445054@N07,11763888736_e06714d1d9_o.jpg,1325,(25-32),f,0 1,0 0 0 0 1 0 0 0
115178119@N08,12076075296_280f3962ef_o.jpg,1674,(48-53),m,1 0,0 0 0 0 0 0 1 0
30872264@N00,9203904277_5edc226007_o.jpg,601,(60-100),f,0 1,0 0 0 0 0 0 0 1
115153697@N06,12097999826_8aa0e782ef_o.jpg,631,(25-32),m,1 0,0 0 0 0 1 0 0 0
10328235@N07,9817740584_818e9f6a8d_o.jpg,1176,(8-12),f,0 1,0 0 1 0 0 0 0 0
16886060@N03,11378327113_8189e4536c_o.jpg,1918,(38-43),m,1 0,0 0 0 0 0 1 0 0
115321157@N03,12119903403_bbc8b27019_o.jpg,1763,(4-6),f,0 1,0 1 0 0 0 0 0 0
64504106@N06,11813883246_a6cd49ff81_o.jpg,921,(60-100),m,1 0,0 0 0 0 0 0 0 1
10148140@N07,9486761703_703a6d2e0a_o.jpg,1958,(15-20),f,0 1,0 0 0 1 0 0 0 0
8410632@N03,11855907974_ecbb1ab364_o.jpg,1782,(25-32),m,1 0,0 0 0 0 1 0 0 0
8410632@N03,9186824043_12396b97d1_o.jpg,1784,(0-2),f,0 1,1 0 0 0 0 0 0 0
50739822@N00,8299812479_d2eba3250c_o.jpg,1379,(8-12),m,1 0,0 0 1 0 0 0 0 0
20245009@N06,11392501054_65fd495a8a_o.jpg,1206,(8-12),m,1 0,0 0 1 0 0 0 0 0
114841417@N06,12059195645_6cb0424627_o.jpg,490,(8-12),m,1 0,0 0 1 0 0 0 0 0
30601258@N03,11562527495_b977909dac_o.jpg,2,(25-32),m,1 0,0 0 0 0 1 0 0 0
102455446@N08,11722320863_4078d8266d_o.jpg,1977,(25-32),f,0 1,0 0 0 0 1 0 0 0
111700049@N08,11843154123_dd81d73e58_o.jpg,1547,(4-6),f,0 1,0 1 0 0 0 0 0 0
8410632@N03,10458559404_396be76f0a_o.jpg,1783,(25-32),f,0 1,0 0 0 0 1 0 0 0
20254529@N04,9406043644_b17f364ce7_o.jpg,18,(25-32),m,1 0,0 0 0 0 1 0 0 0
33627988@N04,9890330255_9361a7f703_o.jpg,1948,(8-12),f,0 1,0 0 1 0 0 0 0 0
50739822@N00,8479597341_cdbc509b5f_o.jpg,1366,(38-43),f,0 1,0 0 0 0 0 1 0 0
9965452@N08,9256446243_e42690727d_o.jpg,980,(4-6),m,1 0,0 1 0 0 0 0 0 0
26112397@N05,11491232294_c0c87a81c0_o.jpg,1721,(25-32),m,1 0,0 0 0 0 1 0 0 0
30601258@N03,11465969043_69ef0cce7a_o.jpg,2,(25-32),m,1 0,0 0 0 0 1 0 0 0
8410632@N03,11258918703_4344e62d6f_o.jpg,1781,(8-12),m,1 0,0 0 1 0 0 0 0 0
62501130@N02,11298548763_a612851f53_o.jpg,97,(0-2),f,0 1,1 0 0 0 0 0 0 0
30601258@N03,10459231615_f33acdd788_o.jpg,9,(25-32),m,1 0,0 0 0 0 1 0 0 0
68825596@N05,11594617206_5445edd37b_o.jpg,303,(48-53),f,0 1,0 0 0 0 0 0 1 0
30601258@N03,10190024035_1931fbeb4e_o.jpg,5,(25-32),f,0 1,0 0 0 0 1 0 0 0
8187011@N06,9489191089_04a040011e_o.jpg,989,(4-6),f,0 1,0 1 0 0 0 0 0 0
10001312@N04,8530904035_c40c55ba8e_o.jpg,618,(25-32),m,1 0,0 0 0 0 1 0 0 0
8034587@N06,11299584356_e36004e2a5_o.jpg,699,(4-6),f,0 1,0 1 0 0 0 0 0 0
10280355@N07,11368135033_d6d30c59e9_o.jpg,1843,(60-100),f,0 1,0 0 0 0 0 0 0 1
8410632@N03,11257301333_b772db2bf7_o.jpg,1793,(38-43),m,1 0,0 0 0 0 0 1 0 0
62501130@N02,11298578273_346c26b6c2_o.jpg,97,(0-2),f,0 1,1 0 0 0 0 0 0 0
10001312@N04,8532000180_2037062bbc_o.jpg,617,(25-32),m,1 0,0 0 0 0 1 0 0 0
8187011@N06,9489160287_ddae7b8ef4_o.jpg,989,(4-6),f,0 1,0 1 0 0 0 0 0 0
8410632@N03,9189241362_55d81d8a67_o.jpg,1785,(4-6),m,1 0,0 1 0 0 0 0 0 0
115021413@N07,12058396145_4c3fcfe103_o.jpg,952,(8-12),f,0 1,0 0 1 0 0 0 0 0
20254529@N04,9403174137_e20da81c41_o.jpg,53,(25-32),f,0 1,0 0 0 0 1 0 0 0
37303189@N08,8712062914_542c344011_o.jpg,87,(25-32),f,0 1,0 0 0 0 1 0 0 0
113445054@N07,11765445286_46755c9051_o.jpg,1350,(25-32),f,0 1,0 0 0 0 1 0 0 0
20245009@N06,11392463954_570f4f7bca_o.jpg,1206,(8-12),m,1 0,0 0 1 0 0 0 0 0
10241064@N08,8314731393_d87096aea6_o.jpg,396,(38-43),m,1 0,0 0 0 0 0 1 0 0
100003415@N08,9529380116_084ce5f5f1_o.jpg,2174,(25-32),m,1 0,0 0 0 0 1 0 0 0
29671106@N00,9339794738_f125b816d8_o.jpg,189,(38-43),f,0 1,0 0 0 0 0 1 0 0
86629393@N00,11689319224_c47c07d1a5_o.jpg,1795,(38-43),f,0 1,0 0 0 0 0 1 0 0
64504106@N06,11817152085_7debc19e54_o.jpg,911,(0-2),m,1 0,1 0 0 0 0 0 0 0
30601258@N03,11518656244_a2dcecd805_o.jpg,2,(25-32),m,1 0,0 0 0 0 1 0 0 0
50739822@N00,8157790892_33c7e51b81_o.jpg,1364,(8-12),m,1 0,0 0 1 0 0 0 0 0
114776843@N02,12012580416_c8c6ef08e9_o.jpg,1605,(38-43),m,1 0,0 0 0 0 0 1 0 0
10062073@N07,8871525865_6d0de7052d_o.jpg,2248,(38-43),m,1 0,0 0 0 0 0 1 0 0
31040257@N06,9726859255_f539379bd7_o.jpg,361,(38-43),m,1 0,0 0 0 0 0 1 0 0
10280355@N07,11368105573_bfbd45502d_o.jpg,1848,(48-53),f,0 1,0 0 0 0 0 0 1 0
10897942@N03,10372346585_c3da98887f_o.jpg,636,(25-32),f,0 1,0 0 0 0 1 0 0 0
37303189@N08,10295159686_ec73f2f7d9_o.jpg,84,(0-2),m,1 0,1 0 0 0 0 0 0 0
9965452@N08,11242926324_59ec93fcdd_o.jpg,980,(4-6),m,1 0,0 1 0 0 0 0 0 0
9017386@N06,11094514464_5a03503758_o.jpg,205,(4-6),m,1 0,0 1 0 0 0 0 0 0
111700049@N08,11843076383_57a18a99bd_o.jpg,1547,(4-6),f,0 1,0 1 0 0 0 0 0 0
101071073@N04,10697661204_084e395a2b_o.jpg,708,(25-32),f,0 1,0 0 0 0 1 0 0 0
10406201@N05,9641468212_5f1c18e7ae_o.jpg,266,(38-43),m,1 0,0 0 0 0 0 1 0 0
20632896@N03,9830283864_d50de056db_o.jpg,579,(25-32),f,0 1,0 0 0 0 1 0 0 0
60251856@N05,11916311425_ab403fc085_o.jpg,1512,(25-32),m,1 0,0 0 0 0 1 0 0 0
20254529@N04,9981732215_12862f9950_o.jpg,80,(25-32),f,0 1,0 0 0 0 1 0 0 0
64504106@N06,11813560793_25f6072035_o.jpg,917,(38-43),m,1 0,0 0 0 0 0 1 0 0
113707938@N08,11854496644_32ea88e001_o.jpg,842,(15-20),m,1 0,0 0 0 1 0 0 0 0
10792106@N03,11080766386_8c2c196c13_o.jpg,533,(8-12),m,1 0,0 0 1 0 0 0 0 0
7636528@N03,11486879925_4f1e6e9a8a_o.jpg,1050,(8-12),m,1 0,0 0 1 0 0 0 0 0
7651777@N03,9128514681_4a86dd3f0c_o.jpg,1587,(25-32),m,1 0,0 0 0 0 1 0 0 0
10897942@N03,10372601055_95d4b17c23_o.jpg,632,(25-32),m,1 0,0 0 0 0 1 0 0 0
10611527@N03,8402878043_4c5b249749_o.jpg,862,(8-12),f,0 1,0 0 1 0 0 0 0 0
30601258@N03,11431807253_ef364dc414_o.jpg,2,(25-32),m,1 0,0 0 0 0 1 0 0 0
64504106@N06,11813345884_93ee52cc24_o.jpg,912,(38-43),m,1 0,0 0 0 0 0 1 0 0
10255165@N05,9367611098_56ff83c57d_o.jpg,2027,(8-12),m,1 0,0 0 1 0 0 0 0 0
63164355@N03,11014305184_25bc533930_o.jpg,1092,(48-53),m,1 0,0 0 0 0 0 0 1 0
115033594@N04,12059814163_29e66bdee8_o.jpg,878,(15-20),f,0 1,0 0 0 1 0 0 0 0
20254529@N04,9405933820_9be92ca44f_o.jpg,36,(4-6),f,0 1,0 1 0 0 0 0 0 0
9965452@N08,11242627745_7c26e6beb0_o.jpg,980,(4-6),m,1 0,0 1 0 0 0 0 0 0
45666944@N00,11842748965_773994f026_o.jpg,410,(4-6),m,1 0,0 1 0 0 0 0 0 0
31183835@N08,10659427675_3e9b2852b7_o.jpg,2096,(25-32),f,0 1,0 0 0 0 1 0 0 0
115046815@N06,12066505763_4c3184bf37_o.jpg,723,(48-53),f,0 1,0 0 0 0 0 0 1 0
30601258@N03,10152947353_f7fa45a6b5_o.jpg,3,(25-32),m,1 0,0 0 0 0 1 0 0 0
10792106@N03,11039185244_9db9a0d265_o.jpg,525,(15-20),m,1 0,0 0 0 1 0 0 0 0
7890646@N03,11952879846_4c491e956a_o.jpg,1388,(4-6),f,0 1,0 1 0 0 0 0 0 0
8410632@N03,11848052994_3c53db2e54_o.jpg,1784,(0-2),f,0 1,1 0 0 0 0 0 0 0
7890646@N03,10695387255_cdeea7f547_o.jpg,1390,(8-12),m,1 0,0 0 1 0 0 0 0 0
113715068@N06,11866644513_4dfe6c1951_o.jpg,1408,(15-20),f,0 1,0 0 0 1 0 0 0 0
48647239@N03,11838401703_e30dd8865a_o.jpg,1518,(15-20),f,0 1,0 0 0 1 0 0 0 0
100346410@N05,11855423916_35076e583c_o.jpg,2067,(38-43),m,1 0,0 0 0 0 0 1 0 0
112599447@N03,11575901243_391eaabc34_o.jpg,1200,(8-12),f,0 1,0 0 1 0 0 0 0 0
10792106@N03,11080885416_e498b192dc_o.jpg,532,(15-20),f,0 1,0 0 0 1 0 0 0 0
7890646@N03,10697798265_f4552192b6_o.jpg,1388,(4-6),f,0 1,0 1 0 0 0 0 0 0
113445054@N07,11764006315_8655a069ff_o.jpg,1325,(25-32),f,0 1,0 0 0 0 1 0 0 0
37303189@N08,11421867756_57069b45b4_o.jpg,89,(25-32),m,1 0,0 0 0 0 1 0 0 0
10171175@N06,11758419285_fd3be7f13d_o.jpg,1193,(38-43),m,1 0,0 0 0 0 0 1 0 0
20245009@N06,11392487754_e6b6df071b_o.jpg,1206,(8-12),m,1 0,0 0 1 0 0 0 0 0
11008464@N06,9060763543_d2bd7b7ab7_o.jpg,973,(25-32),m,1 0,0 0 0 0 1 0 0 0
20316685@N02,10691102576_a5a6f7736d_o.jpg,2006,(4-6),f,0 1,0 1 0 0 0 0 0 0
10543088@N02,10044782294_1cf6f8871e_o.jpg,677,(38-43),m,1 0,0 0 0 0 0 1 0 0
10897942@N03,8909685343_5f24498172_o.jpg,636,(25-32),f,0 1,0 0 0 0 1 0 0 0
60251856@N05,11916953026_efe459e326_o.jpg,1512,(25-32),m,1 0,0 0 0 0 1 0 0 0
113528649@N08,11770178296_df3b3fdeeb_o.jpg,333,(8-12),f,0 1,0 0 1 0 0 0 0 0
114841417@N06,12059394934_8b57256c8e_o.jpg,498,(15-20),m,1 0,0 0 0 1 0 0 0 0
10743505@N04,10933765456_2ce9d05c55_o.jpg,1555,(25-32),m,1 0,0 0 0 0 1 0 0 0
